locality string,country,Prefecture,county,latitude,longitude,correction status,precision,error polygon,multiple results,uncertainty radius,Island,TNS No.,Type status,Genus,Species epithet,Collector,Collection Date (Year),Collecting Date (Month),Collecting Date (Day),Country,Prefecture,Island,City/Town,Ward Name,Identifier
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3041,,28761,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3042,,28744,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3043,,28745,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3044,,28742,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3045,,28743,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3046,,28740,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3047,,28741,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3048,,28738,,Heterosiphonia,japonica,M. Chihara,1968,5,29,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3049,,28821,,Heterosiphonia,japonica,M. Chihara,1969,4,6,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3050,,28820,,Heterosiphonia,japonica,M. Chihara,1969,4,6,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3051,,28819,,Heterosiphonia,japonica,M. Chihara,1969,4,6,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3052,,28818,,Heterosiphonia,japonica,M. Chihara,1969,4,6,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3053,,28817,,Heterosiphonia,japonica,M. Chihara,1969,4,6,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3054,,28786,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3055,,28785,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3056,,28781,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3057,,28780,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3058,,28779,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3059,,28778,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3060,,28766,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3061,,28765,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3062,,28764,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,9,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3063,,28791,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,25,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3064,,28784,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,25,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3065,,28783,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,25,Japan,Chiba,,Shirahama,,M. Chihara
Shirahama,Japan,Chiba,,34.901323,139.900717,yes,High(84),,"34.916667,139.933333,SHIRAHAMA|Unavailable|3036|High(84)",3066,,28782,,Heterosiphonia,japonica,M. Yoshizaki,1970,3,25,Japan,Chiba,,Shirahama,,M. Chihara
,,,,,,,,,,,,,,,,,,,,,,,,,
Takahagi,Japan,Ibaraki,,36.719419,140.73246,yes,High(83),Unavailable,"36.769183,140.620936,TAKAHAGI|Unavailable|301|High(83),36.716667,140.716667,TAKAHAGI|Unavailable|3036|High(83)",3037,,154597,,Heterosiphonia,japonica,M. Nakaniwa,2000,6,4,Japan,Ibaraki,,Takahagi,,M. Nakaniwa
Takahagi,Japan,Ibaraki,,36.719419,140.73246,yes,High(83),Unavailable,"36.769183,140.620936,TAKAHAGI|Unavailable|301|High(83),36.716667,140.716667,TAKAHAGI|Unavailable|3036|High(83)",3038,,163803,,Heterosiphonia,japonica,M. Nakaniwa,2000,6,4,Japan,Ibaraki,,Takahagi,,M. Nakaniwa
Takahagi,Japan,Ibaraki,,36.719419,140.73246,yes,High(83),Unavailable,"36.769183,140.620936,TAKAHAGI|Unavailable|301|High(83),36.716667,140.716667,TAKAHAGI|Unavailable|3036|High(83)",3039,,154621,,Heterosiphonia,japonica,M. Nakaniwa,2001,5,10,Japan,Ibaraki,,Takahagi,,M. Nakaniwa
Takahagi,Japan,Ibaraki,,36.719419,140.73246,yes,High(83),Unavailable,"36.769183,140.620936,TAKAHAGI|Unavailable|301|High(83),36.716667,140.716667,TAKAHAGI|Unavailable|3036|High(83)",3040,,173393,,Heterosiphonia,japonica,M. Nakaniwa,2001,5,10,Japan,Ibaraki,,Takahagi,,M. Nakaniwa
Takahagi,Japan,Ibaraki,,36.719419,140.73246,yes,High(83),Unavailable,"36.769183,140.620936,TAKAHAGI|Unavailable|301|High(83),36.716667,140.716667,TAKAHAGI|Unavailable|3036|High(83)",3041,,181873,,Heterosiphonia,japonica,M. Nakaniwa,2002,6,24,Japan,Ibaraki,,Takahagi,,M. Nakaniwa
,,,,,,,,,,,,,,,,,,,,,,,,,
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4308,,162589,,Heterosiphonia,japonica,S. Mitani,1982,12,7,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4309,,162615,,Heterosiphonia,japonica,S. Mitani,1991,3,7,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4310,,162616,,Heterosiphonia,japonica,S. Mitani,1991,3,7,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4311,,162617,,Heterosiphonia,japonica,S. Mitani,1991,3,7,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4312,,162635,,Heterosiphonia,japonica,S. Mitani,1991,3,13,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4313,,162657,,Heterosiphonia,japonica,S. Mitani,1991,3,17,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4314,,162661,,Heterosiphonia,japonica,S. Mitani,1991,3,17,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4315,,162733,,Heterosiphonia,japonica,S. Mitani,1991,3,25,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4316,,162734,,Heterosiphonia,japonica,S. Mitani,1991,3,25,Japan,Kagawa,,Takamatsu,,T. Kitayama
Takamatsu,Japan,Kagawa,,34.359969,134.040591,yes,High(84),,"34.268518,134.054496,TAKAMATSU|Unavailable|301|High(84)",4317,,162764,,Heterosiphonia,japonica,S. Mitani,1991,4,28,Japan,Kagawa,,Takamatsu,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Tateyama,Japan,Chiba,,34.99374,139.846239,yes,High(83),,"34.983333,139.866667,TATEYAMA|Unavailable|3036|High(83),34.971561,139.86163,TATEYAMA|Unavailable|301|High(83)",3984,,28749,,Heterosiphonia,japonica,M. Chihara,1969,4,7,Japan,Chiba,,Tateyama,,M. Chihara
,,,,,,,,,,,,,,,,,,,,,,,,,
Toba,Japan,Mie,,34.498613,136.841417,yes,High(79),,"34.483333,136.85,TOBA|Unavailable|3036|High(79)",3037,Shinju-jima,154261,,Heterosiphonia,japonica,M. Tsumura,1984,3,18,Japan,Mie,Shinju-jima,Toba,,M. Tsumura
,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3037,,168729,,Heterosiphonia,japonica,,1967,8,3,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3038,,168730,,Heterosiphonia,japonica,,1967,8,3,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3039,,28721,,Heterosiphonia,japonica,M. Chihara,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Chihara
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3040,,28722,,Heterosiphonia,japonica,M. Chihara,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Chihara
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3041,,168737,,Heterosiphonia,japonica,M. Yoshizaki,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3042,,168738,,Heterosiphonia,japonica,M. Yoshizaki,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3043,,168739,,Heterosiphonia,japonica,M. Yoshizaki,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3044,,168740,,Heterosiphonia,japonica,M. Yoshizaki,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
Tsuchiya,Japan,Aomori,,40.90895,140.864626,yes,High(83),,"40.906874,140.871407,TSUCHIYA|Unavailable|3036|High(83)",3045,,168744,,Heterosiphonia,japonica,M. Yoshizaki,1967,8,6,Japan,Aomori,,Tsuchiya,,M. Yoshizaki
,,,,,,,,,,,,,,,,,,,,,,,,,
Uchinomi,Japan,Kagawa,,34.459612,134.274652,yes,,,,3403,,162754,,Heterosiphonia,japonica,S. Mitani,1991,3,31,Japan,Kagawa,,Uchinomi,,T. Kitayama
,,,,,,,,,,,,,,,,,,,,,,,,,
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8008,,176285,,Heterosiphonia,japonica,M. Yoshizaki,1995,**,**,Japan,Iwate,,Yamada,,M. Yoshizaki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8009,,182809,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8010,,182810,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8011,,182811,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8012,,182812,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8013,,182813,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8014,,182814,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8015,,182815,,Heterosiphonia,japonica,M. Suzuki,2001,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8016,,179810,,Heterosiphonia,japonica,M. Suzuki,2001,**,**,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8017,,179811,,Heterosiphonia,japonica,M. Suzuki,2001,**,**,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8018,,179812,,Heterosiphonia,japonica,M. Suzuki,2001,**,**,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8019,,179813,,Heterosiphonia,japonica,M. Suzuki,2001,**,**,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8020,,182807,,Heterosiphonia,japonica,M. Suzuki,2002,6,22,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8021,,182808,,Heterosiphonia,japonica,M. Suzuki,2002,6,25,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8022,,166826,,Heterosiphonia,japonica,M. Suzuki,2007,4,30,Japan,Iwate,,Yamada,,M. Suzuki
Yamada,Japan,Iwate,,39.466932,141.990855,yes,High(81),Unavailable,"40.215248,141.233564,YAMADA|Unavailable|3036|High(81),38.962126,141.711493,YAMADA|Unavailable|3036|High(81),40.298722,141.457228,YAMADA|Unavailable|3036|High(81),39.466667,141.95,YAMADA|Unavailable|3036|High(81)",8023,,182580,,Heterosiphonia,japonica,M. Suzuki,2007,4,30,Japan,Iwate,,Yamada,,M. Suzuki
,,,,,,,,,,,,,,,,,,,,,,,,,
Yokohama,Japan,Kanagawa,,35.420096,139.692977,yes,High(83),Unavailable,"35.462245,139.576452,YOKOHAMA|Unavailable|301|High(83),35.465408,139.622253,YOKOHAMA|Unavailable|301|High(83)",7304,,158119,,Heterosiphonia,japonica,M. Higashi,1928,4,21,Japan,Kanagawa,,Yokohama,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Yokosuka,Japan,Kanagawa,,35.284452,139.684045,yes,High(83),,"35.283611,139.667222,YOKOSUKA|Unavailable|3036|High(83),35.249854,139.660326,YOKOSUKA|Unavailable|301|High(83),35.28424,139.654813,YOKOSUKA|Unavailable|301|High(83)",3037,,172901,,Heterosiphonia,japonica,S. Kato,1938,3,2,Japan,Kanagawa,,Yokosuka,,
Yokosuka,Japan,Kanagawa,,35.284452,139.684045,yes,High(83),,"35.283611,139.667222,YOKOSUKA|Unavailable|3036|High(83),35.249854,139.660326,YOKOSUKA|Unavailable|301|High(83),35.28424,139.654813,YOKOSUKA|Unavailable|301|High(83)",3038,,172898,,Heterosiphonia,japonica,S. Kato,1938,3,,Japan,Kanagawa,,Yokosuka,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Zushi,Japan,Kanagawa,,35.287183,139.559463,yes,High(80),,"35.291667,139.585556,ZUSHI|Unavailable|3036|High(80),35.299002,139.591255,ZUSHI|Unavailable|301|High(80)",3037,,182583,,Heterosiphonia,japonica,M. Suzuki,2001,2,22,Japan,Kanagawa,,Zushi,,M. Suzuki
Zushi,Japan,Kanagawa,,35.287183,139.559463,yes,High(80),,"35.291667,139.585556,ZUSHI|Unavailable|3036|High(80),35.299002,139.591255,ZUSHI|Unavailable|301|High(80)",3038,,182584,,Heterosiphonia,japonica,M. Suzuki,2001,2,22,Japan,Kanagawa,,Zushi,,M. Suzuki
Zushi,Japan,Kanagawa,,35.287183,139.559463,yes,High(80),,"35.291667,139.585556,ZUSHI|Unavailable|3036|High(80),35.299002,139.591255,ZUSHI|Unavailable|301|High(80)",3039,,182585,,Heterosiphonia,japonica,M. Suzuki,2001,2,22,Japan,Kanagawa,,Zushi,,M. Suzuki
Zushi,Japan,Kanagawa,,35.287183,139.559463,yes,High(80),,"35.291667,139.585556,ZUSHI|Unavailable|3036|High(80),35.299002,139.591255,ZUSHI|Unavailable|301|High(80)",3040,,182586,,Heterosiphonia,japonica,M. Suzuki,2001,2,22,Japan,Kanagawa,,Zushi,,M. Suzuki
Zushi,Japan,Kanagawa,,35.287183,139.559463,yes,High(80),,"35.291667,139.585556,ZUSHI|Unavailable|3036|High(80),35.299002,139.591255,ZUSHI|Unavailable|301|High(80)",3041,,182587,,Heterosiphonia,japonica,M. Suzuki,2001,2,22,Japan,Kanagawa,,Zushi,,M. Suzuki
,Japan,Chiba,,35.172308,140.481472,yes,,,,86062,,166546,,,,,0,,,,,,,,
,Japan,Ehime,,33.767636,132.628994,yes,,,,82663,,155604,,,,,0,,,,,,,,
,Japan,Kagawa,,34.208713,134.005143,yes,,,,52087,,163055,,,,,0,,,,,,,,
,Japan,Kanagawa,,35.311869,139.257957,yes,,,,57575,,172900,,,,,0,,,,,,,,
,Japan,Mie,,34.392161,136.681429,yes,,,,64688,,28776,,,,,0,,,,,,,,
,Japan,Niigata,,38.024276,138.376313,yes,,,,29441,Sado,28746,,,,,0,,,,,,,,
,Japan,Shizuoka,,35.020959,138.347454,yes,,,,109295,,166550,,,,,0,,,,,,,,
,Japan,Tottori,,35.583577,134.219342,yes,,,,55581,,28758,,,,,0,,,,,,,,
,Japan,Kanagawa,,,,,,,,,,172900,,Heterosiphonia,japonica,S. Kato,1938,3,2,Japan,Kanagawa,,,,
,Japan,Kanagawa,,,,,,,,,,172904,,Heterosiphonia,japonica,,1941,4,14,Japan,Kanagawa,,,,
,Japan,Chiba,,,,,,,,,,166546,,Heterosiphonia,japonica,T. Katagiri,1965,4,7,Japan,Chiba,,,,
,Japan,Niigata,,,,,,,,,Sado,28746,,Heterosiphonia,japonica,N. Kitami,1967,3,25,Japan,Niigata,Sado,,,M. Chihara
,Japan,Tottori,,,,,,,,,,28758,,Heterosiphonia,japonica,T. Habe,1969,7,13,Japan,Tottori,,,,M. Chihara
,Japan,Tottori,,,,,,,,,,28757,,Heterosiphonia,japonica,T. Habe,1969,7,13,Japan,Tottori,,,,M. Chihara
,Japan,Tottori,,,,,,,,,,28756,,Heterosiphonia,japonica,T. Habe,1969,7,13,Japan,Tottori,,,,M. Chihara
,Japan,Mie,,,,,,,,,,28776,,Heterosiphonia,japonica,S. Hiraide,1971,1,11,Japan,Mie,,,,M. Chihara
,Japan,Mie,,,,,,,,,,28775,,Heterosiphonia,japonica,S. Hiraide,1971,1,11,Japan,Mie,,,,M. Chihara
,Japan,Mie,,,,,,,,,,28754,,Heterosiphonia,japonica,S. Hiraide,1971,1,11,Japan,Mie,,,,M. Chihara
,Japan,Mie,,,,,,,,,,28753,,Heterosiphonia,japonica,S. Hiraide,1971,1,11,Japan,Mie,,,,M. Chihara
,Japan,Shizuoka,,,,,,,,,,166550,,Heterosiphonia,japonica,M. Chihara,1980,4,17,Japan,Shizuoka,,,,
,Japan,Shizuoka,,,,,,,,,,166551,,Heterosiphonia,japonica,M. Chihara,1980,4,17,Japan,Shizuoka,,,,
,Japan,Shizuoka,,,,,,,,,,166552,,Heterosiphonia,japonica,M. Chihara,1980,4,17,Japan,Shizuoka,,,,
,Japan,Shizuoka,,,,,,,,,,166553,,Heterosiphonia,japonica,M. Chihara,1980,4,17,Japan,Shizuoka,,,,
,Japan,Shizuoka,,,,,,,,,,166554,,Heterosiphonia,japonica,M. Chihara,1980,4,17,Japan,Shizuoka,,,,
,Japan,Ehime,,,,,,,,,,155604,,Heterosiphonia,japonica,T. Kitayama,1988,4,16,Japan,Ehime,,,,T. Kitayama
,Japan,Yamaguchi,,,,,,,,,Hando-jima,48617,,Heterosiphonia,japonica,S. Enomoto,1994,6,3,Japan,Yamaguchi,Hando-jima,,,T. Yoshida
,Japan,Kagawa,,,,,,,,,,163055,,Heterosiphonia,japonica,S. Mitani,1995,4,10,Japan,Kagawa,,,,T. Kitayama
